Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
921,3,2014-08-06,8987,1040,1,1,0,1,a,a,840.0,9.0,2006.0,0,,,
971,6,2013-04-06,7675,1033,1,0,0,0,c,a,1140.0,5.0,2011.0,1,14.0,2012.0,"Mar,Jun,Sept,Dec"
816,5,2014-08-15,3806,582,1,0,0,1,c,c,460.0,,,0,,,
109,6,2013-04-27,4867,624,1,0,0,0,a,c,3300.0,11.0,2010.0,0,,,
626,2,2014-01-21,9031,720,1,1,0,0,c,c,10740.0,11.0,2013.0,0,,,
242,5,2013-09-27,4740,427,1,1,0,0,d,a,6880.0,9.0,2001.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
141,6,2014-07-12,4038,458,1,0,0,0,c,c,1540.0,,,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
1062,4,2015-03-26,4635,496,1,0,0,1,d,a,190.0,9.0,2012.0,1,40.0,2012.0,"Feb,May,Aug,Nov"
577,5,2015-02-27,5411,561,1,0,0,0,a,c,2270.0,,,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
621,1,2014-06-16,7562,907,1,1,0,0,a,a,30.0,7.0,2002.0,0,,,
565,6,2014-05-03,4742,662,1,0,0,0,a,c,160.0,7.0,2007.0,0,,,
170,3,2013-01-23,5139,544,1,1,0,0,a,a,1070.0,5.0,2015.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
546,6,2014-01-11,10026,1202,1,0,0,0,a,a,580.0,1.0,2005.0,0,,,
93,6,2014-04-12,3406,333,1,0,0,0,a,a,16690.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1019,6,2013-07-13,8013,749,1,0,0,0,d,c,2740.0,7.0,2014.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
80,2,2013-04-30,9916,651,1,1,0,0,d,a,7910.0,,,0,,,
644,6,2014-03-22,11113,1189,1,0,0,0,c,a,4030.0,12.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1066,2,2015-06-16,13728,1204,1,1,0,0,a,a,3350.0,,,0,,,
597,1,2013-04-08,5384,775,1,1,0,0,a,a,150.0,9.0,2008.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec"
61,1,2014-05-19,5900,682,1,1,0,0,a,c,350.0,12.0,2007.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
600,1,2014-04-14,10105,753,1,1,0,0,d,c,17340.0,6.0,2010.0,1,9.0,2011.0,"Feb,May,Aug,Nov"
98,4,2014-08-07,5776,496,1,1,0,1,d,c,15140.0,12.0,2006.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
90,1,2014-05-12,7065,936,1,0,0,0,a,a,330.0,11.0,2007.0,0,,,
140,3,2014-09-24,5725,839,1,0,0,0,a,c,1090.0,7.0,2010.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
49,4,2014-02-13,5822,464,1,0,0,0,d,c,18010.0,9.0,2007.0,0,,,
1045,4,2013-11-14,7418,927,1,0,0,0,a,c,26990.0,12.0,2013.0,0,,,
693,3,2015-05-13,5483,490,1,0,0,0,d,a,450.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
1082,6,2014-11-01,7254,1079,1,0,0,0,c,a,440.0,4.0,2002.0,0,,,
872,5,2013-07-05,10618,1026,1,1,0,0,a,c,3860.0,9.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec"
674,1,2015-05-18,10766,1223,1,1,0,0,a,a,2640.0,12.0,2005.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
558,4,2015-03-05,4046,517,1,1,0,1,a,a,3000.0,2.0,2010.0,0,,,
415,1,2015-04-20,4857,468,1,0,0,0,d,c,6910.0,4.0,2005.0,0,,,
665,1,2013-12-16,19864,2108,1,1,0,0,a,a,90.0,12.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
265,5,2013-04-26,4467,469,1,1,0,0,a,a,4580.0,,,1,14.0,2015.0,"Jan,Apr,Jul,Oct"
131,3,2013-10-09,5973,620,1,1,0,0,c,a,920.0,7.0,2015.0,0,,,
369,2,2013-08-27,7493,629,1,1,0,0,d,c,5870.0,4.0,2014.0,0,,,
849,4,2014-11-06,8867,922,1,1,0,1,c,c,5000.0,,,0,,,
257,1,2014-06-16,6913,737,1,1,0,0,a,a,420.0,12.0,2012.0,0,,,
756,4,2015-01-15,14911,1987,1,1,0,0,a,c,50.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
127,3,2014-03-26,3766,539,1,0,0,0,d,a,1350.0,12.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
421,2,2015-05-12,7434,838,1,0,0,0,c,c,3530.0,6.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
473,1,2013-07-08,3194,463,1,0,0,0,a,a,50.0,,,0,,,
709,1,2014-05-19,14811,1759,1,1,0,0,a,a,500.0,12.0,2010.0,0,,,
397,5,2014-09-19,5703,785,1,1,0,0,a,c,130.0,,,1,27.0,2013.0,"Feb,May,Aug,Nov"
882,6,2013-06-08,5562,694,1,0,0,0,a,a,30.0,4.0,2013.0,0,,,
618,5,2013-06-14,5727,445,1,0,0,0,d,c,9910.0,,,0,,,
618,2,2015-06-30,9378,592,1,1,0,0,d,c,9910.0,,,0,,,
333,6,2014-01-18,7470,968,1,0,0,0,a,c,3720.0,2.0,2010.0,0,,,
232,2,2014-03-11,2253,229,1,0,0,0,c,c,13570.0,5.0,2010.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec"
88,2,2015-06-23,5363,585,1,0,0,0,a,a,10690.0,10.0,2005.0,0,,,
915,2,2015-01-13,5847,460,1,1,0,0,d,c,650.0,3.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
4,3,2013-02-20,8906,1197,1,1,0,0,c,c,620.0,9.0,2009.0,0,,,
1083,2,2013-07-23,3602,265,1,0,0,1,d,c,11540.0,,,1,5.0,2013.0,"Feb,May,Aug,Nov"
408,1,2014-02-17,5785,536,1,1,0,0,c,a,1560.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
1081,1,2013-12-30,5777,930,1,0,0,1,b,a,400.0,3.0,2006.0,0,,,
813,6,2013-10-12,4537,540,1,0,0,0,a,a,1560.0,9.0,2003.0,0,,,
433,5,2013-01-18,4267,512,1,0,0,0,a,c,30030.0,11.0,2010.0,0,,,
409,1,2013-04-29,6599,604,1,1,0,0,d,c,840.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
861,2,2013-08-13,4153,582,1,1,0,1,c,c,740.0,,,1,14.0,2013.0,"Mar,Jun,Sept,Dec"
262,2,2013-11-12,16268,2909,1,0,0,0,b,a,1180.0,5.0,2013.0,0,,,
894,5,2015-07-31,11866,1330,1,1,0,1,a,a,190.0,11.0,2012.0,0,,,
688,2,2013-02-12,3219,378,1,0,0,0,a,a,18760.0,8.0,2015.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
602,1,2014-12-22,8510,840,1,0,0,1,a,a,2710.0,7.0,2001.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
497,5,2013-01-04,8874,1206,1,0,0,1,a,c,1610.0,,,0,,,
564,4,2015-02-05,5958,552,1,1,0,0,d,c,6540.0,,,1,14.0,2013.0,"Jan,Apr,Jul,Oct"
309,2,2013-01-22,8973,705,1,1,0,0,d,a,8740.0,,,1,37.0,2009.0,"Feb,May,Aug,Nov"
257,1,2015-07-20,4805,626,1,0,0,1,a,a,420.0,12.0,2012.0,0,,,
15,1,2013-09-23,8156,787,1,1,0,0,d,c,4110.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1056,6,2015-03-21,5368,514,1,0,0,0,d,c,5350.0,,,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
776,4,2014-11-06,5334,610,1,1,0,0,c,a,700.0,4.0,2009.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
645,3,2015-06-24,8052,1072,1,0,0,0,a,a,90.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
749,6,2014-04-05,2354,299,1,0,0,0,a,a,3410.0,8.0,2011.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct"
627,3,2014-10-22,5391,561,1,1,0,1,c,c,3970.0,3.0,2010.0,0,,,
853,5,2015-06-12,7687,964,1,0,0,0,a,a,14040.0,,,0,,,
112,6,2015-03-14,6359,740,1,0,0,0,a,a,1630.0,9.0,2009.0,0,,,
594,2,2014-12-16,5950,595,1,1,0,0,a,a,1790.0,10.0,2011.0,0,,,
61,1,2014-09-08,4813,574,1,0,0,1,a,c,350.0,12.0,2007.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
964,5,2013-05-03,10719,1483,1,1,0,0,a,a,270.0,,,1,5.0,2013.0,"Feb,May,Aug,Nov"
749,3,2014-10-22,3793,508,1,1,0,1,a,a,3410.0,8.0,2011.0,1,14.0,2015.0,"Jan,Apr,Jul,Oct"
152,2,2013-01-15,3864,518,1,0,0,0,a,a,1780.0,,,0,,,
916,3,2013-06-26,4053,582,1,0,0,0,a,a,90.0,11.0,2012.0,0,,,
640,5,2014-06-20,16454,1208,1,1,0,0,d,c,8040.0,,,0,,,
912,4,2014-03-27,4504,657,1,0,0,0,c,c,3100.0,5.0,2010.0,0,,,
436,3,2014-04-16,7130,759,1,1,0,0,d,a,2300.0,,,0,,,
187,6,2014-01-18,4051,487,1,0,0,0,a,c,19360.0,,,0,,,
237,5,2015-03-06,4758,625,1,1,0,0,a,a,1420.0,11.0,2007.0,0,,,
364,5,2015-05-08,5462,647,1,1,0,0,a,c,13620.0,,,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
414,5,2014-01-17,5865,474,1,0,0,0,d,c,6210.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
1047,3,2015-05-27,4326,485,1,0,0,0,a,a,3750.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
664,2,2013-12-17,8334,831,1,1,0,0,d,c,1680.0,10.0,2005.0,0,,,
850,4,2013-11-28,5472,587,1,0,0,0,d,a,1120.0,5.0,2007.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
692,4,2015-07-16,6590,764,1,1,0,1,a,a,40.0,8.0,2001.0,0,,,
412,1,2015-06-15,11831,712,1,1,0,0,d,c,4460.0,,,1,39.0,2010.0,"Jan,Apr,Jul,Oct"
219,2,2014-11-18,3253,423,1,0,0,0,a,a,1640.0,2.0,2013.0,0,,,
788,4,2015-03-05,18099,1729,1,1,0,0,a,c,1530.0,3.0,2013.0,0,,,
997,5,2014-05-23,5385,425,1,1,0,0,d,c,5840.0,7.0,2010.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
1030,4,2014-08-28,3163,325,1,0,0,1,a,a,36410.0,4.0,2008.0,0,,,
692,2,2013-11-19,8921,1017,1,1,0,0,a,a,40.0,8.0,2001.0,0,,,
195,4,2015-07-02,11318,1168,1,1,0,1,a,c,220.0,,,0,,,
1071,2,2013-07-16,7250,831,1,1,0,1,a,a,820.0,3.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
495,1,2013-02-25,3222,286,1,0,0,0,d,a,5470.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
429,1,2013-02-04,5195,426,1,1,0,0,d,c,16350.0,7.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
625,1,2013-03-18,10072,896,1,1,0,0,a,a,1170.0,4.0,2011.0,1,22.0,2012.0,"Feb,May,Aug,Nov"
925,2,2013-10-15,5169,1023,1,0,0,0,c,a,470.0,3.0,2007.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
58,3,2013-11-20,5978,459,1,1,0,0,a,c,7340.0,5.0,2008.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct"
948,7,2014-02-09,8453,1782,1,0,0,0,b,b,1430.0,,,0,,,
614,4,2015-01-15,6229,789,1,1,0,0,a,a,1160.0,12.0,2012.0,0,,,
162,1,2013-03-04,10476,677,1,1,0,0,d,c,5340.0,3.0,2012.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
992,6,2015-03-14,3563,436,1,0,0,0,a,a,2480.0,7.0,1990.0,0,,,
955,6,2015-04-18,5200,539,1,0,0,0,d,c,1690.0,7.0,2009.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
744,5,2014-03-28,6252,768,1,0,0,0,a,a,1370.0,12.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
171,6,2013-03-23,5486,630,1,0,0,0,a,a,2640.0,,,0,,,
161,6,2013-11-09,6693,807,1,0,0,0,a,c,2970.0,3.0,2005.0,0,,,
709,6,2013-12-21,4238,488,1,0,0,0,a,a,500.0,12.0,2010.0,0,,,
861,1,2015-07-27,5069,613,1,1,0,1,c,c,740.0,,,1,14.0,2013.0,"Mar,Jun,Sept,Dec"
306,1,2013-04-15,4219,518,1,0,0,0,a,a,5100.0,4.0,2007.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
481,5,2015-05-15,5771,542,1,0,0,0,c,c,7470.0,,,1,44.0,2012.0,"Feb,May,Aug,Nov"
972,5,2014-01-24,3771,415,1,1,0,0,a,a,14960.0,,,0,,,
374,1,2015-02-09,6454,878,1,0,0,0,a,a,1150.0,9.0,2007.0,0,,,
471,6,2015-04-25,7276,658,1,0,0,0,d,a,5300.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
718,2,2013-12-24,6609,685,1,0,0,1,a,a,1100.0,6.0,2015.0,0,,,
844,5,2014-02-14,3799,480,1,0,0,0,a,a,2030.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
213,4,2013-11-07,7835,616,1,1,0,0,d,c,4030.0,3.0,2014.0,1,1.0,2014.0,"Jan,Apr,Jul,Oct"
730,3,2015-07-29,7644,900,1,1,0,1,c,a,1190.0,9.0,2013.0,0,,,
58,5,2013-10-04,5809,510,1,0,0,0,a,c,7340.0,5.0,2008.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct"
543,2,2014-03-25,2130,221,1,0,0,0,c,a,1080.0,12.0,2012.0,0,,,
86,2,2015-07-21,3309,459,1,0,0,1,a,a,480.0,2.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
17,6,2014-01-25,2188,304,1,0,0,0,a,a,50.0,12.0,2005.0,1,26.0,2010.0,"Jan,Apr,Jul,Oct"
816,4,2013-11-07,8633,715,1,1,0,0,c,c,460.0,,,0,,,
626,2,2015-02-17,10144,839,1,1,0,1,c,c,10740.0,11.0,2013.0,0,,,
1024,2,2013-08-20,4356,635,1,0,0,0,c,c,1990.0,1.0,2012.0,0,,,
929,6,2013-06-22,3880,518,1,0,0,0,a,c,4820.0,9.0,2013.0,0,,,
495,6,2015-04-18,4737,410,1,0,0,0,d,a,5470.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
719,3,2013-06-05,5166,397,1,1,0,0,c,c,8190.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
314,5,2015-05-08,5645,624,1,1,0,0,a,a,3560.0,10.0,2001.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
1058,1,2014-01-13,5854,644,1,0,0,0,a,c,180.0,,,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
1093,3,2014-12-10,8664,908,1,0,0,0,c,c,10450.0,6.0,2009.0,0,,,
294,4,2013-06-20,5567,759,1,1,0,0,a,a,3150.0,5.0,2005.0,0,,,
813,2,2013-09-10,5939,695,1,1,0,0,a,a,1560.0,9.0,2003.0,0,,,
822,2,2014-03-04,9700,693,1,1,0,0,a,c,410.0,11.0,2010.0,1,48.0,2010.0,"Mar,Jun,Sept,Dec"
1046,2,2014-03-25,6395,558,1,0,0,0,d,c,29070.0,4.0,2005.0,0,,,
854,4,2014-11-20,6497,710,1,0,0,0,c,a,4770.0,,,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
1072,3,2014-04-02,7592,677,1,1,0,0,a,c,5380.0,8.0,2015.0,1,5.0,2010.0,"Feb,May,Aug,Nov"
1003,5,2014-07-04,8346,956,1,1,0,0,a,a,170.0,7.0,2013.0,1,27.0,2013.0,"Jan,Apr,Jul,Oct"
547,1,2013-07-15,7936,573,1,1,0,0,d,c,8990.0,11.0,2009.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
292,3,2013-09-11,5815,692,1,1,0,0,a,a,1100.0,6.0,2009.0,0,,,
110,1,2014-01-27,2953,450,1,0,0,0,a,c,46590.0,4.0,2013.0,0,,,
694,4,2013-07-04,8700,827,1,1,0,0,a,c,460.0,11.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
1079,4,2014-09-04,8422,689,1,1,0,1,a,a,16680.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
63,1,2014-12-22,12568,1160,1,0,0,1,c,c,3700.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov"
51,3,2013-06-05,5758,443,1,1,0,0,a,c,10570.0,7.0,2013.0,1,9.0,2011.0,"Jan,Apr,Jul,Oct"
414,5,2013-08-23,6019,469,1,0,0,0,d,c,6210.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
1056,3,2013-11-27,3128,313,1,0,0,0,d,c,5350.0,,,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
42,1,2014-01-27,8096,1013,1,0,0,0,a,c,290.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
140,1,2013-12-02,11738,1332,1,1,0,0,a,c,1090.0,7.0,2010.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
797,6,2013-12-07,4083,425,1,0,0,0,a,a,2090.0,10.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
173,2,2015-02-10,6259,866,1,0,0,0,a,a,350.0,12.0,2012.0,0,,,
751,6,2015-05-23,3703,505,1,0,0,0,a,a,650.0,10.0,2006.0,0,,,
223,6,2014-06-07,5322,612,1,0,0,0,d,c,2920.0,10.0,1995.0,1,27.0,2011.0,"Jan,Apr,Jul,Oct"
333,5,2013-10-25,9188,1209,1,1,0,0,a,c,3720.0,2.0,2010.0,0,,,
377,6,2014-11-01,7223,896,1,0,0,0,a,c,100.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov"
1113,6,2013-04-06,5354,589,1,0,0,0,a,c,9260.0,,,0,,,
97,6,2013-08-24,3571,410,1,0,0,0,d,c,8980.0,,,0,,,
515,5,2014-04-11,8875,741,1,0,0,0,d,c,11260.0,,,1,9.0,2011.0,"Feb,May,Aug,Nov"
249,4,2015-03-26,4609,496,1,0,0,0,d,c,18010.0,9.0,2014.0,0,,,
1094,2,2013-07-23,4080,323,1,0,0,0,d,a,2380.0,3.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
152,2,2015-05-26,5283,621,1,0,0,1,a,a,1780.0,,,0,,,
266,3,2014-06-04,5018,610,1,1,0,0,a,c,360.0,3.0,2014.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
1079,3,2014-05-21,9881,805,1,1,0,0,a,a,16680.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
958,2,2014-02-04,4736,603,1,1,0,1,a,a,440.0,11.0,2013.0,0,,,
1042,5,2015-02-06,4376,565,1,1,0,0,a,a,3440.0,,,1,31.0,2013.0,"Feb,May,Aug,Nov"
49,6,2013-01-26,6013,504,1,0,0,0,d,c,18010.0,9.0,2007.0,0,,,
417,6,2013-07-06,5436,646,1,0,0,0,a,c,840.0,,,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
151,3,2013-08-21,4724,521,1,0,0,1,d,c,4360.0,10.0,2005.0,0,,,
1104,2,2013-01-15,4036,309,1,0,0,0,d,a,260.0,2.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
372,3,2013-03-27,10365,886,1,1,0,1,d,c,4880.0,8.0,2010.0,1,18.0,2014.0,"Jan,Apr,Jul,Oct"
771,4,2015-07-23,6079,704,1,0,0,0,a,a,20640.0,9.0,2007.0,0,,,
97,1,2015-02-09,5256,575,1,0,0,1,d,c,8980.0,,,0,,,
352,6,2015-01-17,6555,652,1,0,0,0,d,c,6360.0,,,1,40.0,2012.0,"Mar,Jun,Sept,Dec"
1063,5,2014-01-31,4231,530,1,0,0,0,a,c,6250.0,,,0,,,
884,4,2015-05-28,5435,510,1,0,0,1,d,c,7550.0,,,0,,,
198,1,2013-06-03,5012,514,1,1,0,0,a,a,290.0,9.0,2002.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
550,1,2014-01-06,7378,566,1,1,0,1,d,c,50.0,6.0,2015.0,0,,,
672,6,2013-12-28,9628,1696,1,0,0,0,c,a,240.0,9.0,2002.0,0,,,
264,5,2014-01-10,7589,1008,1,1,0,0,a,a,180.0,3.0,2014.0,0,,,
270,5,2014-08-08,8465,1125,1,1,0,1,a,a,1450.0,7.0,2014.0,0,,,
956,3,2014-12-10,3290,448,1,0,0,0,a,a,2330.0,10.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
991,1,2013-05-06,4697,482,1,0,0,0,a,a,1010.0,,,0,,,
802,4,2014-07-03,7531,554,1,1,0,0,a,c,910.0,,,1,22.0,2011.0,"Feb,May,Aug,Nov"
653,5,2014-11-07,7779,599,1,1,0,0,d,c,7520.0,7.0,2014.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
961,5,2014-01-10,7651,816,1,1,0,0,d,c,9430.0,,,0,,,
520,5,2014-01-03,3687,421,1,0,0,1,a,c,6900.0,,,1,40.0,2012.0,"Mar,Jun,Sept,Dec"
212,1,2015-03-02,6592,560,1,1,0,0,a,c,15050.0,9.0,2008.0,0,,,
1041,6,2015-03-07,6811,649,1,0,0,0,c,a,1600.0,8.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
1115,6,2015-06-20,7824,512,1,0,0,0,d,c,5350.0,,,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
1014,6,2015-06-27,4891,516,1,0,0,0,a,c,210.0,,,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
239,1,2013-12-16,9275,675,1,1,0,0,d,c,610.0,,,0,,,
1066,3,2014-01-08,11730,1155,1,1,0,0,a,a,3350.0,,,0,,,
351,1,2013-02-25,4055,410,1,0,0,0,a,a,5290.0,11.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
697,5,2013-02-08,11675,1088,1,1,0,0,d,a,3780.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
77,1,2015-07-06,7266,619,1,0,0,0,d,c,1090.0,8.0,2009.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
622,6,2014-10-18,2468,247,1,0,0,0,a,c,,,,0,,,
1114,3,2013-01-16,13763,2190,1,0,0,0,a,c,870.0,,,0,,,
440,3,2014-08-13,3593,449,1,0,0,1,d,a,3900.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
381,5,2014-04-11,8826,979,1,0,0,0,a,a,1800.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
758,6,2015-05-02,4418,484,1,0,0,0,a,c,19780.0,6.0,2008.0,0,,,
696,4,2014-12-11,8612,1000,1,0,0,0,a,c,430.0,,,0,,,
252,3,2014-10-08,11155,792,1,1,0,1,d,c,22330.0,,,1,5.0,2010.0,"Feb,May,Aug,Nov"
134,3,2013-06-26,4283,466,1,0,0,1,a,a,1200.0,9.0,2008.0,0,,,
356,2,2014-11-11,6040,440,1,1,0,0,d,c,8970.0,12.0,2007.0,1,22.0,2012.0,"Feb,May,Aug,Nov"
305,5,2014-03-28,4299,437,1,0,0,0,c,c,2470.0,2.0,2005.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec"
55,3,2013-11-27,4360,557,1,0,0,0,a,a,720.0,11.0,2004.0,0,,,
987,5,2013-03-15,6614,891,1,0,0,0,c,a,1690.0,6.0,2007.0,0,,,
159,5,2015-07-31,9758,812,1,1,0,0,d,a,8530.0,3.0,2013.0,0,,,
982,6,2015-07-11,6338,563,1,0,0,0,d,a,21930.0,,,0,,,
874,6,2014-05-17,3985,469,1,0,0,0,a,a,3210.0,,,0,,,
776,4,2013-04-18,3848,452,1,0,0,0,c,a,700.0,4.0,2009.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
696,6,2015-01-10,5772,668,1,0,0,0,a,c,430.0,,,0,,,
937,6,2014-03-01,6908,568,1,0,0,0,d,a,2810.0,,,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
600,6,2015-03-07,6176,612,1,0,0,0,d,c,17340.0,6.0,2010.0,1,9.0,2011.0,"Feb,May,Aug,Nov"
622,1,2013-07-22,4325,432,1,0,0,1,a,c,,,,0,,,
650,1,2014-03-31,8376,836,1,1,0,0,a,a,1420.0,10.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
741,2,2015-02-10,6791,898,1,0,0,0,d,c,11900.0,,,0,,,
832,1,2015-06-08,5727,485,1,0,0,0,d,a,5070.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
985,6,2014-06-21,7225,748,1,0,0,0,c,c,490.0,5.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
758,4,2013-09-05,4077,585,1,0,0,1,a,c,19780.0,6.0,2008.0,0,,,
918,2,2014-01-28,4057,510,1,0,0,0,a,c,18710.0,4.0,2015.0,0,,,
1047,2,2014-07-08,2890,340,1,0,0,1,a,a,3750.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
762,4,2013-03-07,3413,357,1,1,0,0,d,c,1280.0,,,1,10.0,2013.0,"Mar,Jun,Sept,Dec"
1032,1,2015-05-18,13027,1147,1,1,0,1,d,c,270.0,2.0,2013.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
984,3,2013-06-12,3961,587,1,0,0,0,c,a,440.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
97,2,2014-12-16,12496,996,1,1,0,0,d,c,8980.0,,,0,,,
773,5,2014-10-24,5272,849,1,1,0,1,a,a,200.0,,,0,,,
595,5,2015-01-23,12663,1587,1,0,0,0,c,c,1130.0,6.0,2015.0,0,,,
1110,5,2014-11-21,3587,494,1,0,0,0,c,c,900.0,9.0,2010.0,0,,,
66,3,2014-12-03,7078,523,1,1,0,0,d,a,7660.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
57,1,2014-08-25,7618,833,1,0,0,1,d,c,420.0,6.0,2014.0,0,,,
967,6,2013-07-27,5783,601,1,0,0,0,a,c,3560.0,9.0,2013.0,1,36.0,2013.0,"Jan,Apr,Jul,Oct"
294,1,2013-12-09,6161,885,1,0,0,0,a,a,3150.0,5.0,2005.0,0,,,
786,4,2013-08-22,2563,491,1,0,0,1,a,a,290.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
644,6,2014-06-07,10932,1126,1,0,0,0,c,a,4030.0,12.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
89,4,2013-03-14,5235,604,1,0,0,0,a,a,2380.0,7.0,2004.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
731,2,2014-06-17,12305,1202,1,1,0,0,a,a,15270.0,,,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
169,3,2013-04-03,6672,682,1,0,0,1,d,a,980.0,7.0,2014.0,1,18.0,2014.0,"Feb,May,Aug,Nov"
945,6,2014-09-20,2569,330,1,0,0,0,a,c,12480.0,3.0,2011.0,0,,,
